filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title,is_blurry,exposure,objects_detected,caption,ocr_text,evidence_log,user_genre,user_label
test2024-023.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9988,Nature & Landscape,0.0005,There is a large building with a dome on top of it.,no,normal,,there is a large building with a dome on top of it,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.1204201332728068}",,correct
test2024-024.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9999,Branding & Portrait,0.0,There is a large clock tower in the middle of a city.,no,normal,,there is a large clock tower in the middle of a city,,"{""street_boost"": 0.12, ""architecture_boost"": 0.27, ""street_demote_architecture"": 0.12016162792841593}",,correct
test2024-025.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9992,Branding & Portrait,0.0003,There is a clock on the top of a building with a sun in the background.,yes,normal,,there is a clock on the top of a building with a sun in the background,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12004039208094279}",,correct
test2024-026.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9946,Nature & Landscape,0.0046,There is a clock tower in the distance of a park.,no,normal,,there is a clock tower in the distance of a park,,"{""architecture_boost"": 0.27, ""street_demote_architecture"": 0.00016188621520996094}",,correct
test2024-027.jpg,2,Travel & Architecture,review,Travel & Architecture,0.6023,Nature & Landscape,0.3972,There is a tower with a clock on it surrounded by flowers.,no,normal,,there is a tower with a clock on it surrounded by flowers,,"{""nature_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 7.291634877522786e-06}",,correct
test2024-028.jpg,3,Travel & Architecture,review,Travel & Architecture,0.7369,Nature & Landscape,0.2627,There is a black and white photo of a building with a clock.,no,normal,horse,there is a black and white photo of a building with a clock,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12019421180089314}",,correct
test2024-029.jpg,4,Food & Product,auto,Food & Product,0.9375,Street Documentary,0.0588,There are two women that are standing behind a counter with food.,no,normal,person; person,there are two women that are standing behind a counter with food,,"{""product_boost"": 0.12}",Street Documentary,wrong
test2024-030.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9158,Travel & Architecture,0.0808,There is a man sitting on a bench under a tree.,no,normal,,there is a man sitting on a bench under a tree,,"{""nature_boost"": 0.12}",Travel & Architecture,wrong
test2024-031.jpg,4,Street Documentary,review,Street Documentary,0.581,Travel & Architecture,0.399,Skateboarders in a skate park with a building in the background.,no,normal,person; person; skateboard; person; person; person; skateboard; skateboard; skateboard; person,skateboarders in a skate park with a building in the background,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}",,correct
test2024-032.jpg,4,Street Documentary,review,Street Documentary,0.7682,Branding & Portrait,0.1238,There is a man that is doing a trick on a skateboard.,no,normal,person; skateboard; person; skateboard; person,there is a man that is doing a trick on a skateboard,,{},,correct
test2024-033.jpg,4,Street Documentary,review,Street Documentary,0.5306,Nature & Landscape,0.3655,There is a shirtless man riding a skateboard on a city street.,no,normal,person; person; person; skateboard; skateboard; person,there is a shirtless man riding a skateboard on a city street,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-034.jpg,4,Street Documentary,review,Street Documentary,0.7006,Branding & Portrait,0.2101,There is a shirtless man doing a trick on a skateboard.,no,normal,person; skateboard; person,there is a shirtless man doing a trick on a skateboard,,{},,correct
test2024-035.jpg,4,Street Documentary,review,Street Documentary,0.7331,Branding & Portrait,0.2343,There is a shirtless man doing a trick on a skateboard.,no,normal,skateboard; person; person,there is a shirtless man doing a trick on a skateboard,,{},,correct
test2024-036.jpg,4,Street Documentary,auto,Street Documentary,0.8179,Nature & Landscape,0.1694,People walking down a busy street with a child on a leash.,no,normal,person; person; person; person; person; person; handbag; person; person; person,people walking down a busy street with a child on a leash,,"{""nature_boost"": 0.12, ""street_boost"": 0.24}",,correct
test2024-037.jpg,1,Travel & Architecture,review,Travel & Architecture,0.7847,Nature & Landscape,0.215,Sunset over a city with a clock tower in the middle of it.,yes,normal,,sunset over a city with a clock tower in the middle of it,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.27, ""street_demote_architecture"": 0.12012306372324626}",,correct
test2024-038.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.8223,Nature & Landscape,0.1775,Clock tower on top of building with city in background at sunset.,no,normal,,clock tower on top of building with city in background at sunset,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.36, ""street_demote_architecture"": 0.12029744704564412}",,correct
test2024-039.jpg,1,Travel & Architecture,review,Travel & Architecture,0.6739,Nature & Landscape,0.3255,Sunset over a city with a tall building with a sign on top.,yes,normal,,sunset over a city with a tall building with a sign on top,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.12008954604466755}",,correct
test2024-040.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9946,Nature & Landscape,0.0043,There is a tall tower with a clock on top of it.,no,normal,,there is a tall tower with a clock on top of it,,"{""architecture_boost"": 0.18, ""street_demote_architecture"": 8.110205332438151e-05}",,correct
test2024-041.jpg,4,Food & Product,auto,Food & Product,0.9992,Street Documentary,0.0007,There is a display case filled with bottles of alcohol and oranges.,no,normal,bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; refrigerator; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle,there is a display case filled with bottles of alcohol and oranges,,"{""product_boost"": 0.24}",,correct
test2024-042.jpg,2,Street Documentary,auto,Street Documentary,0.842,Nature & Landscape,0.1539,People walking across a street with a red bus in the background.,no,under,person; person; person; person,people walking across a street with a red bus in the background,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-043.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9975,Nature & Landscape,0.002,There is a black and white photo of a building with a spiral staircase.,no,normal,,there is a black and white photo of a building with a spiral staircase,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.1228995672861735}",,correct
test2024-044.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9955,Nature & Landscape,0.004,There is a very tall building with a lot of windows.,no,normal,,there is a very tall building with a lot of windows,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12021572907765705}",,correct
test2024-045.jpg,3,Food & Product,auto,Food & Product,0.9329,Street Documentary,0.0605,There is a man that is standing behind a display of food.,no,normal,person,there is a man that is standing behind a display of food,,"{""product_boost"": 0.12}",Street Documentary,wrong
test2024-046.jpg,4,Street Documentary,review,Street Documentary,0.6994,Travel & Architecture,0.2882,There is a large picture of a man on the side of a building.,no,normal,person; person; person; person; tie,there is a large picture of a man on the side of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}",,correct
test2024-047.jpg,1,Street Documentary,review,Street Documentary,0.6519,Nature & Landscape,0.3378,There are many people walking down the street at night.,yes,under,person; person; person; person; person,there are many people walking down the street at night,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-048.jpg,4,Street Documentary,review,Street Documentary,0.7708,Other Photography,0.2228,Cars are parked on the side of the road at night.,no,normal,bus; car; car,cars are parked on the side of the road at night,,"{""street_boost"": 0.24, ""other_boost"": 0.072, ""nature_demote_other"": 6.413459777832031e-05, ""street_requires_human_context"": true}",,correct
test2024-049.jpg,3,Travel & Architecture,auto,Travel & Architecture,0.9984,Branding & Portrait,0.0009,There is a bird perched on the top of a brick building.,no,normal,person,there is a bird perched on the top of a brick building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.12111269950866699}",,correct
test2024-050.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9992,Nature & Landscape,0.0007,There is a stone wall with a clock tower in the background.,no,normal,,there is a stone wall with a clock tower in the background,,"{""architecture_boost"": 0.27, ""street_demote_architecture"": 1.3748804728190104e-05}",,correct
test2024-051.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9976,Nature & Landscape,0.0019,There is a black and white photo of a building with a clock on it.,no,normal,,there is a black and white photo of a building with a clock on it,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12021406014760334}",,correct
test2024-052.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9962,Branding & Portrait,0.0014,There is a tall tower with a clock on top of it.,no,normal,,there is a tall tower with a clock on top of it,,"{""architecture_boost"": 0.18, ""street_demote_architecture"": 0.0006293853123982748}",,correct
test2024-053.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9973,Food & Product,0.001,There is a seagull standing on a rock with its beak open.,yes,normal,bird,there is a seagull standing on a rock with its beak open,,"{""nature_boost"": 0.12}",,correct
test2024-054.jpg,1,Other Photography,review,Nature & Landscape,0.2725,Travel & Architecture,0.216,There is a bird that is sitting on top of a pole.,yes,normal,,there is a bird that is sitting on top of a pole,,"{""other_gate"": {""reason"": ""score_too_low"", ""max_score"": 0.27246040798010585}}",Nature & Landscape,wrong
test2024-055.jpg,3,Other Photography,review,Other Photography,0.998,Branding & Portrait,0.0009,There are two ships that are in the water in the fog.,yes,normal,boat; boat,there are two ships that are in the water in the fog,,"{""other_boost"": 0.144, ""nature_demote_other"": 0.0005150437355041504}",Travel & Architecture,wrong
test2024-056.jpg,3,Street Documentary,review,Street Documentary,0.71,Nature & Landscape,0.2721,There is a woman walking down a crowded street with a bag.,yes,normal,person; person; person; handbag; person,there is a woman walking down a crowded street with a bag,,"{""nature_boost"": 0.12, ""street_boost"": 0.24}",,correct
test2024-057.jpg,3,Food & Product,auto,Food & Product,0.9704,Street Documentary,0.0239,There are many people sitting at a table in a restaurant.,yes,normal,cup; person; person; cup; person,there are many people sitting at a table in a restaurant,,"{""product_boost"": 0.24}",Street Documentary,wrong
test2024-058.jpg,1,Nature & Landscape,auto,Nature & Landscape,0.9357,Branding & Portrait,0.0287,There is a sea horse that is swimming in the water.,yes,normal,,there is a sea horse that is swimming in the water,,{},,correct
test2024-059.jpg,2,Food & Product,auto,Food & Product,0.9985,Nature & Landscape,0.0014,There is a black and white photo of a shark swimming in the water.,yes,normal,scissors,there is a black and white photo of a shark swimming in the water,,"{""product_boost"": 0.12}",Nature & Landscape,wrong
test2024-060.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9999,Events & Music,0.0,There is a manta ray swimming in the water in a tank.,yes,normal,bird,there is a manta ray swimming in the water in a tank,,"{""nature_boost"": 0.12}",,correct
test2024-061.jpg,1,Nature & Landscape,review,Nature & Landscape,0.5953,Branding & Portrait,0.2607,There is a white axamant with pink hair on it ' s head.,yes,under,,there is a white axamant with pink hair on it ' s head,,{},,correct
test2024-062.jpg,1,Nature & Landscape,auto,Nature & Landscape,0.9171,Food & Product,0.0405,There is a sea horse that is swimming in the water.,yes,normal,,there is a sea horse that is swimming in the water,,{},,correct
test2024-063.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9997,Branding & Portrait,0.0001,There is a red fish that is swimming in the water.,yes,normal,bird,there is a red fish that is swimming in the water,,"{""nature_boost"": 0.12}",,correct
test2024-064.jpg,1,Nature & Landscape,auto,Nature & Landscape,0.9986,Branding & Portrait,0.001,There is a green and yellow bird sitting on a tree branch.,yes,normal,,there is a green and yellow bird sitting on a tree branch,,"{""nature_boost"": 0.12}",,correct
test2024-065.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.999,Nature & Landscape,0.0004,There is a very tall building with a clock on it.,no,normal,,there is a very tall building with a clock on it,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.1200420610109965}",,correct
test2024-066.jpg,3,Street Documentary,auto,Street Documentary,0.976,Branding & Portrait,0.0132,There is a small child standing on the sidewalk in front of a group of people.,yes,normal,person; person,there is a small child standing on the sidewalk in front of a group of people,,"{""street_boost"": 0.12}",,correct
test2024-067.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9989,Events & Music,0.0007,There is a bird that is sitting on a railing in front of a building.,yes,under,,there is a bird that is sitting on a railing in front of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.12036366780598957}",,correct
test2024-068.jpg,2,Travel & Architecture,review,Travel & Architecture,0.7759,Events & Music,0.2163,There is a picture of a building that has a painting on it.,no,normal,,there is a picture of a building that has a painting on it,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.1301788838704427}",,correct
test2024-069.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9994,Nature & Landscape,0.0003,There is a very tall building with a clock on the top.,no,normal,,there is a very tall building with a clock on the top,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.1200313917795817}",,correct
test2024-070.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9854,Nature & Landscape,0.0136,There is a long hallway with many columns and a stone wall.,yes,normal,,there is a long hallway with many columns and a stone wall,,"{""architecture_boost"": 0.27, ""street_demote_architecture"": 0.003813505172729492}",,correct
test2024-071.jpg,4,Travel & Architecture,auto,Travel & Architecture,0.9596,Events & Music,0.0387,There is a large building with a clock on top of it.,no,normal,person; person; person,there is a large building with a clock on top of it,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12072193145751953}",,correct
test2024-072.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9981,Branding & Portrait,0.001,There is a reflection of a tower in the window of a building.,yes,normal,,there is a reflection of a tower in the window of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.27, ""street_demote_architecture"": 0.12021195411682128}",,correct
test2024-073.jpg,4,Travel & Architecture,auto,Travel & Architecture,0.9901,Events & Music,0.0078,There is a fountain in front of a large building with statues.,no,normal,person; person; person; person; person,there is a fountain in front of a large building with statues,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12292476018269856}",,correct
test2024-074.jpg,3,Street Documentary,auto,Street Documentary,0.9787,Branding & Portrait,0.0185,Woman in red dress walking down a sidewalk with a cell phone.,no,normal,person,woman in red dress walking down a sidewalk with a cell phone,,"{""street_boost"": 0.12}",,correct
test2024-075.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.993,Branding & Portrait,0.005,Black and white photograph of a window with bars in it.,yes,normal,,black and white photograph of a window with bars in it,,"{""architecture_boost"": 0.09, ""street_demote_architecture"": 0.0005881786346435547}",,correct
test2024-076.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9892,Events & Music,0.0064,There is a wall with blue and white designs on it.,no,normal,,there is a wall with blue and white designs on it,,{},,correct
test2024-077.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9787,Events & Music,0.0157,There is a wall with a decorative design on it.,no,normal,,there is a wall with a decorative design on it,,{},,correct
test2024-078.jpg,2,Street Documentary,review,Street Documentary,0.835,Travel & Architecture,0.1633,There is a view of a city from the top of a hill.,no,normal,,there is a view of a city from the top of a hill,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}",,correct
test2024-079.jpg,2,Street Documentary,review,Street Documentary,0.9376,Nature & Landscape,0.0356,There is a man that is walking down the sidewalk between the hedges.,no,normal,,there is a man that is walking down the sidewalk between the hedges,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}",,correct
test2024-080.jpg,3,Street Documentary,auto,Street Documentary,0.8913,Nature & Landscape,0.0643,There is a man walking down a sidewalk between two rows of hedges.,yes,normal,person; person,there is a man walking down a sidewalk between two rows of hedges,,"{""street_boost"": 0.12}",,correct
test2024-081.jpg,1,Travel & Architecture,review,Travel & Architecture,0.6247,Nature & Landscape,0.3738,There is a pink flower that is in front of a building.,yes,normal,,there is a pink flower that is in front of a building,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.12017885367075602}",Nature & Landscape,wrong
test2024-082.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9983,Nature & Landscape,0.0012,There is a archway with a building in the background.,no,normal,,there is a archway with a building in the background,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12003111362457275}",,correct
test2024-083.jpg,3,Street Documentary,review,Street Documentary,0.9847,Travel & Architecture,0.009,There are two people sitting on a rock overlooking a city.,no,normal,person,there are two people sitting on a rock overlooking a city,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}",,correct
test2024-084.jpg,3,Wedding Photography,auto,Wedding Photography,1.0,Travel & Architecture,0.0,Bride and groom kissing in front of a wooden door with iron railing.,no,normal,person,bride and groom kissing in front of a wooden door with iron railing,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}",,correct
test2024-085.jpg,3,Travel & Architecture,review,Travel & Architecture,0.5278,Street Documentary,0.4413,There is a woman sitting on a bench in front of a building.,no,normal,person,there is a woman sitting on a bench in front of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.14500000000000002}",Street Documentary,wrong
test2024-086.jpg,3,Street Documentary,auto,Street Documentary,0.9427,Events & Music,0.0373,There is a man standing in front of a wall of clothing.,yes,normal,person; person; person,there is a man standing in front of a wall of clothing,,{},,correct
test2024-087.jpg,4,Street Documentary,auto,Street Documentary,0.9942,Branding & Portrait,0.0031,There is a man sitting on a chair in front of a store.,no,normal,person; person,there is a man sitting on a chair in front of a store,,{},,correct
test2024-088.jpg,3,Street Documentary,review,Street Documentary,0.5701,Travel & Architecture,0.4296,There is a cat that is sitting on the steps of a building.,yes,normal,person; potted plant; cat; person,there is a cat that is sitting on the steps of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}",,correct
test2024-089.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9889,Travel & Architecture,0.01,There is a view of the ocean from the top of a hill.,no,normal,,there is a view of the ocean from the top of a hill,,"{""nature_boost"": 0.12}",,correct
test2024-090.jpg,1,Nature & Landscape,auto,Nature & Landscape,0.9997,Travel & Architecture,0.0001,There is a bird that is flying over the water at sunset.,yes,under,bird,there is a bird that is flying over the water at sunset,,"{""nature_boost"": 0.24}",,correct
test2024-091.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.999,Street Documentary,0.0004,There is a white bird that is standing on a wooden post.,yes,normal,bird,there is a white bird that is standing on a wooden post,,"{""nature_boost"": 0.12}",,correct
test2024-092.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9918,Branding & Portrait,0.0047,There is a view of the ocean from inside a cave.,no,normal,,there is a view of the ocean from inside a cave,,"{""nature_boost"": 0.12}",,correct
test2024-093.jpg,4,Street Documentary,review,Street Documentary,0.5671,Travel & Architecture,0.4318,There is a narrow alley with blue painted steps leading up to a blue building.,no,normal,person; potted plant,there is a narrow alley with blue painted steps leading up to a blue building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}",,correct
test2024-094.jpg,3,Street Documentary,review,Street Documentary,0.5004,Nature & Landscape,0.4909,There are many figurines of people riding camels on the street.,yes,normal,person; elephant,there are many figurines of people riding camels on the street,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""street_requires_human_context"": true}",,correct
test2024-095.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9995,Nature & Landscape,0.0003,There is a view of a clock tower through a gate.,no,under,,there is a view of a clock tower through a gate,,"{""architecture_boost"": 0.36, ""street_demote_architecture"": 0.00014807780583699545}",,correct
test2024-096.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9973,Street Documentary,0.0025,There are two cats that are sitting in a white container.,yes,normal,cat,there are two cats that are sitting in a white container,,"{""nature_boost"": 0.12}",,correct
test2024-097.jpg,1,Street Documentary,review,Street Documentary,0.515,Nature & Landscape,0.479,There is a man walking down the street in a striped robe.,yes,normal,,there is a man walking down the street in a striped robe,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""street_requires_human_context"": true}",,correct
test2024-098.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.999,Events & Music,0.0008,There is a staircase going up to the second floor of a building.,no,normal,,there is a staircase going up to the second floor of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12004581610361735}",,correct
test2024-099.jpg,3,Travel & Architecture,auto,Travel & Architecture,0.9986,Nature & Landscape,0.0008,There is a narrow alley with a clock tower in the background.,no,normal,potted plant,there is a narrow alley with a clock tower in the background,,"{""architecture_boost"": 0.27, ""street_demote_architecture"": 0.013938585917154947}",,correct
test2024-100.jpg,4,Street Documentary,auto,Street Documentary,0.9709,Events & Music,0.0128,There are many people walking through a market with many items.,no,normal,person; person; person; person; person; person; person; person,there are many people walking through a market with many items,,"{""product_demote_street"": 0.00016069412231445312}",,correct
test2024-101.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9993,Events & Music,0.0004,There is a red flag hanging from a building in a narrow alley.,no,normal,,there is a red flag hanging from a building in a narrow alley,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.1217862319946289}",,correct
test2024-102.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.999,Nature & Landscape,0.0004,There is a small window in the roof of a building.,yes,under,,there is a small window in the roof of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12100064277648925}",,correct
