filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title,is_blurry,exposure,objects_detected,caption,ocr_text,evidence_log,user_genre,user_label
test2024-031.jpg,4,Street Photography,auto,Street Photography,0.9948,Music Photography,0.0032,Skateboarders in a skate park with a building in the background.,no,normal,person; person; skateboard; person; person; person; skateboard; skateboard; skateboard; person,skateboarders in a skate park with a building in the background,,"{""street_boost"": 0.12}",,correct
test2024-032.jpg,4,Street Photography,review,Street Photography,0.7797,Music Photography,0.115,There is a man that is doing a trick on a skateboard.,no,normal,person; skateboard; person; skateboard; person,there is a man that is doing a trick on a skateboard,,{},,correct
test2024-033.jpg,4,Street Photography,review,Street Photography,0.5522,Nature Photography,0.4119,There is a shirtless man riding a skateboard on a city street.,no,normal,person; person; person; skateboard; skateboard; person,there is a shirtless man riding a skateboard on a city street,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-034.jpg,4,Street Photography,auto,Street Photography,0.8006,Portrait Photography,0.1219,There is a shirtless man doing a trick on a skateboard.,no,normal,person; skateboard; person,there is a shirtless man doing a trick on a skateboard,,{},,correct
test2024-035.jpg,4,Street Photography,review,Street Photography,0.7479,Portrait Photography,0.1971,There is a shirtless man doing a trick on a skateboard.,no,normal,skateboard; person; person,there is a shirtless man doing a trick on a skateboard,,{},,correct
test2024-036.jpg,4,Street Photography,review,Street Photography,0.7909,Nature Photography,0.2066,People walking down a busy street with a child on a leash.,no,normal,person; person; person; person; person; person; handbag; person; person; person,people walking down a busy street with a child on a leash,,"{""nature_boost"": 0.12, ""street_boost"": 0.24}",,correct
test2024-037.jpg,1,Street Photography,review,Street Photography,0.5246,Nature Photography,0.475,Sunset over a city with a clock tower in the middle of it.,yes,normal,,sunset over a city with a clock tower in the middle of it,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",Architecture Photography,wrong
test2024-038.jpg,2,Street Photography,review,Street Photography,0.5167,Nature Photography,0.4828,Clock tower on top of building with city in background at sunset.,no,normal,,clock tower on top of building with city in background at sunset,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",Architecture Photography,wrong
test2024-039.jpg,1,Street Photography,review,Street Photography,0.5276,Nature Photography,0.4719,Sunset over a city with a tall building with a sign on top.,yes,normal,,sunset over a city with a tall building with a sign on top,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",Architecture Photography,wrong
test2024-040.jpg,2,Architecture Photography,title-inferred,Nature Photography,0.4494,Street Photography,0.4422,There is a tall tower with a clock on top of it.,no,normal,,there is a tall tower with a clock on top of it,,"{""title_fallback"": ""There is a tall tower with a clock on top of it.""}",,correct
test2024-041.jpg,4,Product Photography,auto,Product Photography,0.9998,Street Photography,0.0002,There is a display case filled with bottles of alcohol and oranges.,no,normal,bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; refrigerator; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle; bottle,there is a display case filled with bottles of alcohol and oranges,,"{""product_boost"": 0.24}",,correct
test2024-042.jpg,2,Street Photography,auto,Street Photography,0.8064,Nature Photography,0.1897,People walking across a street with a red bus in the background.,no,under,person; person; person; person,people walking across a street with a red bus in the background,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-043.jpg,2,Street Photography,auto,Street Photography,0.9944,Portrait Photography,0.0044,There is a black and white photo of a building with a staircase.,no,normal,,there is a black and white photo of a building with a staircase,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-044.jpg,2,Street Photography,auto,Street Photography,0.9923,Nature Photography,0.0039,There is a very tall building with a lot of windows.,no,normal,,there is a very tall building with a lot of windows,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-045.jpg,3,Product Photography,auto,Product Photography,0.9603,Street Photography,0.037,There is a man that is standing behind a display of food.,no,normal,person,there is a man that is standing behind a display of food,,"{""product_boost"": 0.12}",Street Photography,wrong
test2024-046.jpg,4,Street Photography,auto,Street Photography,0.9793,Portrait Photography,0.0204,There is a large picture of a man on the side of a building.,no,normal,person; person; person; person; tie,there is a large picture of a man on the side of a building,,"{""street_boost"": 0.12}",,correct
test2024-047.jpg,1,Street Photography,review,Street Photography,0.6711,Nature Photography,0.3261,There are many people walking down the street at night.,yes,under,person; person; person; person; person,there are many people walking down the street at night,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-048.jpg,4,Street Photography,auto,Street Photography,0.9997,Portrait Photography,0.0002,Cars are parked on the side of the road at night.,no,normal,bus; car; car,cars are parked on the side of the road at night,,"{""street_boost"": 0.24}",,correct
test2024-049.jpg,3,Street Photography,auto,Street Photography,0.9957,Portrait Photography,0.0034,There is a bird perched on the top of a brick building.,no,normal,person,there is a bird perched on the top of a brick building,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-050.jpg,2,Architecture Photography,title-inferred,Street Photography,0.4424,Nature Photography,0.423,There is a stone wall with a clock tower in the background.,no,normal,,there is a stone wall with a clock tower in the background,,"{""title_fallback"": ""There is a stone wall with a clock tower in the background.""}",,correct
test2024-051.jpg,2,Street Photography,auto,Street Photography,0.992,Nature Photography,0.0041,There is a black and white photo of a building with a clock on it.,no,normal,,there is a black and white photo of a building with a clock on it,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-052.jpg,2,Street Photography,review,Street Photography,0.7576,Portrait Photography,0.1421,There is a tall tower with a clock on top of it.,no,normal,,there is a tall tower with a clock on top of it,,{},Architecture Photography,wrong
test2024-053.jpg,2,Nature Photography,auto,Nature Photography,0.9958,Portrait Photography,0.0038,There is a seagull standing on a rock with its beak open.,yes,normal,bird,there is a seagull standing on a rock with its beak open,,"{""nature_boost"": 0.12}",,correct
test2024-054.jpg,1,Other Photography,title-inferred,Product Photography,0.285,Nature Photography,0.263,There is a bird that is sitting on top of a pole.,yes,normal,,there is a bird that is sitting on top of a pole,,"{""title_fallback"": ""There is a bird that is sitting on top of a pole.""}",Nature Photography,wrong
test2024-055.jpg,3,Nature Photography,review,Nature Photography,0.5605,Portrait Photography,0.2649,There are two ships that are in the water in the fog.,yes,normal,boat; boat,there are two ships that are in the water in the fog,,{},Other Photography,wrong
test2024-056.jpg,3,Street Photography,review,Street Photography,0.7058,Nature Photography,0.2912,There is a woman walking down a crowded street with a bag.,yes,normal,person; person; person; handbag; person,there is a woman walking down a crowded street with a bag,,"{""nature_boost"": 0.12, ""street_boost"": 0.24}",,correct
test2024-057.jpg,3,Product Photography,auto,Product Photography,0.9768,Street Photography,0.0181,There are many people sitting at a table in a restaurant.,yes,normal,cup; person; person; cup; person,there are many people sitting at a table in a restaurant,,"{""product_boost"": 0.24}",Street Photography,wrong
test2024-058.jpg,1,Nature Photography,auto,Nature Photography,0.9408,Portrait Photography,0.0538,There is a sea horse that is swimming in the water.,yes,normal,,there is a sea horse that is swimming in the water,,{},,correct
test2024-059.jpg,2,Product Photography,auto,Product Photography,0.9995,Nature Photography,0.0004,There is a black and white photo of a shark swimming in the water.,yes,normal,scissors,there is a black and white photo of a shark swimming in the water,,"{""product_boost"": 0.12}",Nature Photography,wrong
test2024-060.jpg,2,Nature Photography,auto,Nature Photography,0.9999,Portrait Photography,0.0,There is a manta ray swimming in the water in a tank.,yes,normal,bird,there is a manta ray swimming in the water in a tank,,"{""nature_boost"": 0.12}",,correct
test2024-061.jpg,1,Portrait Photography,review,Portrait Photography,0.5594,Nature Photography,0.3734,There is a white axamant with pink hair on it ' s head.,yes,under,,there is a white axamant with pink hair on it ' s head,,{},Nature Photography,wrong
test2024-062.jpg,1,Nature Photography,auto,Nature Photography,0.8336,Portrait Photography,0.0921,There is a sea horse that is swimming in the water.,yes,normal,,there is a sea horse that is swimming in the water,,{},,correct
test2024-063.jpg,2,Nature Photography,auto,Nature Photography,0.9995,Portrait Photography,0.0004,There is a red fish that is swimming in the water.,yes,normal,bird,there is a red fish that is swimming in the water,,"{""nature_boost"": 0.12}",,correct
test2024-064.jpg,1,Nature Photography,auto,Nature Photography,0.9978,Portrait Photography,0.0019,There is a green and yellow bird sitting on a tree branch.,yes,normal,,there is a green and yellow bird sitting on a tree branch,,"{""nature_boost"": 0.12}",,correct
test2024-065.jpg,2,Street Photography,auto,Street Photography,0.9971,Portrait Photography,0.0017,There is a very tall building with a clock on it.,no,normal,,there is a very tall building with a clock on it,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-066.jpg,3,Street Photography,auto,Street Photography,0.97,Portrait Photography,0.0294,There is a small child standing on the sidewalk in front of a group of people.,yes,normal,person; person,there is a small child standing on the sidewalk in front of a group of people,,"{""street_boost"": 0.12}",,correct
test2024-067.jpg,1,Street Photography,auto,Street Photography,0.9977,Portrait Photography,0.0017,There is a bird that is sitting on a railing in front of a building.,yes,under,,there is a bird that is sitting on a railing in front of a building,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-068.jpg,2,Street Photography,auto,Street Photography,0.8994,Music Photography,0.0769,There is a picture of a building that has a painting on it.,no,normal,,there is a picture of a building that has a painting on it,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-069.jpg,2,Street Photography,auto,Street Photography,0.9989,Portrait Photography,0.0005,There is a very tall building with a clock on the top.,no,normal,,there is a very tall building with a clock on the top,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-070.jpg,1,Street Photography,auto,Street Photography,0.8664,Nature Photography,0.064,There is a long hallway with many columns and a stone wall.,yes,normal,,there is a long hallway with many columns and a stone wall,,{},Architecture Photography,wrong
test2024-071.jpg,4,Street Photography,auto,Street Photography,0.9906,Music Photography,0.0046,There is a large building with a clock on top of it.,no,normal,person; person; person,there is a large building with a clock on top of it,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-072.jpg,1,Street Photography,auto,Street Photography,0.9909,Portrait Photography,0.0076,There is a reflection of a tower in the window of a building.,yes,normal,,there is a reflection of a tower in the window of a building,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-073.jpg,4,Street Photography,auto,Street Photography,0.9945,Portrait Photography,0.0037,There is a fountain in front of a large building with statues.,no,normal,person; person; person; person; person,there is a fountain in front of a large building with statues,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-074.jpg,3,Street Photography,auto,Street Photography,0.9769,Portrait Photography,0.0222,Woman in red dress walking down a sidewalk with a cell phone.,no,normal,person,woman in red dress walking down a sidewalk with a cell phone,,"{""street_boost"": 0.12}",,correct
test2024-075.jpg,1,Portrait Photography,review,Portrait Photography,0.6421,Street Photography,0.2851,Black and white photograph of a window with bars in it.,yes,normal,,black and white photograph of a window with bars in it,,{},Architecture Photography,wrong
test2024-076.jpg,2,Street Photography,title-inferred,Street Photography,0.416,Portrait Photography,0.3351,There is a wall with blue and white designs on it.,no,normal,,there is a wall with blue and white designs on it,,"{""title_fallback"": ""There is a wall with blue and white designs on it.""}",Architecture Photography,wrong
test2024-077.jpg,2,Street Photography,title-inferred,Portrait Photography,0.3297,Street Photography,0.2558,There is a wall with a decorative design on it.,no,normal,,there is a wall with a decorative design on it,,"{""title_fallback"": ""There is a wall with a decorative design on it.""}",Architecture Photography,wrong
test2024-078.jpg,2,Street Photography,auto,Street Photography,0.9988,Nature Photography,0.001,There is a view of a city from the top of a hill.,no,normal,,there is a view of a city from the top of a hill,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-079.jpg,2,Street Photography,auto,Street Photography,0.976,Nature Photography,0.0217,There is a man that is walking down the sidewalk between the hedges.,no,normal,,there is a man that is walking down the sidewalk between the hedges,,"{""street_boost"": 0.12}",,correct
test2024-080.jpg,3,Street Photography,auto,Street Photography,0.955,Nature Photography,0.0253,There is a man walking down a sidewalk between two rows of hedges.,yes,normal,person; person,there is a man walking down a sidewalk between two rows of hedges,,"{""street_boost"": 0.12}",,correct
test2024-081.jpg,1,Nature Photography,review,Nature Photography,0.5093,Street Photography,0.4854,There is a pink flower that is in front of a building.,yes,normal,,there is a pink flower that is in front of a building,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-082.jpg,2,Street Photography,auto,Street Photography,0.9985,Nature Photography,0.0012,There is a archway with a building in the background.,no,normal,,there is a archway with a building in the background,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-083.jpg,3,Street Photography,auto,Street Photography,0.9908,Portrait Photography,0.008,There are two people sitting on a rock overlooking a city.,no,normal,person,there are two people sitting on a rock overlooking a city,,"{""street_boost"": 0.12}",,correct
test2024-084.jpg,3,Street Photography,review,Street Photography,0.5284,Portrait Photography,0.4074,Bride and groom kissing in front of a wooden door with iron railing.,no,normal,person,bride and groom kissing in front of a wooden door with iron railing,,{},,correct
test2024-085.jpg,3,Street Photography,auto,Street Photography,0.9464,Portrait Photography,0.0532,There is a woman sitting on a bench in front of a building.,no,normal,person,there is a woman sitting on a bench in front of a building,,"{""street_boost"": 0.12}",,correct
test2024-086.jpg,3,Street Photography,auto,Street Photography,0.9727,Portrait Photography,0.0261,There is a man standing in front of a wall of clothing.,yes,normal,person; person; person,there is a man standing in front of a wall of clothing,,{},,correct
test2024-087.jpg,4,Street Photography,auto,Street Photography,0.9922,Portrait Photography,0.0074,There is a man sitting on a chair in front of a store.,no,normal,person; person,there is a man sitting on a chair in front of a store,,{},,correct
test2024-088.jpg,3,Street Photography,auto,Street Photography,0.9995,Nature Photography,0.0004,There is a cat that is sitting on the steps of a building.,yes,normal,person; potted plant; cat; person,there is a cat that is sitting on the steps of a building,,"{""street_boost"": 0.12}",,correct
test2024-089.jpg,2,Nature Photography,auto,Nature Photography,0.9784,Street Photography,0.0206,There is a view of the ocean from the top of a hill.,no,normal,,there is a view of the ocean from the top of a hill,,"{""nature_boost"": 0.12}",Other Photography,wrong
test2024-090.jpg,1,Nature Photography,auto,Nature Photography,0.9997,Portrait Photography,0.0002,There is a bird that is flying over the water at sunset.,yes,under,bird,there is a bird that is flying over the water at sunset,,"{""nature_boost"": 0.24}",,correct
test2024-091.jpg,2,Nature Photography,auto,Nature Photography,0.9988,Street Photography,0.0008,There is a white bird that is standing on a wooden post.,yes,normal,bird,there is a white bird that is standing on a wooden post,,"{""nature_boost"": 0.12}",,correct
test2024-092.jpg,2,Nature Photography,auto,Nature Photography,0.9935,Portrait Photography,0.0057,There is a view of the ocean from inside a cave.,no,normal,,there is a view of the ocean from inside a cave,,"{""nature_boost"": 0.12}",,correct
test2024-093.jpg,4,Street Photography,auto,Street Photography,0.9993,Portrait Photography,0.0004,There is a narrow alley with blue painted steps leading up to a blue building.,no,normal,person; potted plant,there is a narrow alley with blue painted steps leading up to a blue building,,"{""street_boost"": 0.12}",,correct
test2024-094.jpg,3,Street Photography,review,Street Photography,0.5013,Nature Photography,0.4983,There are many figurines of people riding camels on the street.,yes,normal,person; elephant,there are many figurines of people riding camels on the street,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-095.jpg,1,Street Photography,auto,Street Photography,0.9496,Nature Photography,0.0336,There is a view of a clock tower through a gate.,no,under,,there is a view of a clock tower through a gate,,{},Architecture Photography,wrong
test2024-096.jpg,2,Nature Photography,auto,Nature Photography,0.9997,Street Photography,0.0002,There are two cats that are sitting in a white container.,yes,normal,cat,there are two cats that are sitting in a white container,,"{""nature_boost"": 0.12}",,correct
test2024-097.jpg,1,Street Photography,review,Street Photography,0.5051,Nature Photography,0.4932,There is a man walking down the street in a striped robe.,yes,normal,,there is a man walking down the street in a striped robe,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",,correct
test2024-098.jpg,2,Street Photography,auto,Street Photography,0.9994,Portrait Photography,0.0003,There is a staircase going up to the second floor of a building.,no,normal,,there is a staircase going up to the second floor of a building,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-099.jpg,3,Street Photography,auto,Street Photography,0.9964,Portrait Photography,0.0024,There is a narrow alley with a clock tower in the background.,no,normal,potted plant,there is a narrow alley with a clock tower in the background,,{},Architecture Photography,wrong
test2024-100.jpg,4,Street Photography,auto,Street Photography,0.9601,Portrait Photography,0.0339,There are many people walking through a market with many items.,no,normal,person; person; person; person; person; person; person; person,there are many people walking through a market with many items,,{},,correct
test2024-101.jpg,2,Street Photography,auto,Street Photography,0.9996,Portrait Photography,0.0002,There is a red flag hanging from a building in a narrow alley.,no,normal,,there is a red flag hanging from a building in a narrow alley,,"{""street_boost"": 0.12}",,correct
test2024-102.jpg,1,Street Photography,auto,Street Photography,0.9968,Portrait Photography,0.0026,There is a small window in the roof of a building.,yes,under,,there is a small window in the roof of a building,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-103.jpg,1,Street Photography,auto,Street Photography,0.8231,Portrait Photography,0.1297,There is a white sheet on the ground next to a window.,yes,under,,there is a white sheet on the ground next to a window,,{},Architecture Photography,wrong
test2024-104.jpg,3,Street Photography,auto,Street Photography,0.9868,Portrait Photography,0.0101,There is a bird that is sitting on the ground with an umbrella.,no,normal,umbrella,there is a bird that is sitting on the ground with an umbrella,,"{""street_boost"": 0.12}",,correct
test2024-105.jpg,2,Street Photography,auto,Street Photography,0.9995,Product Photography,0.0002,There is a large building that has a lot of windows.,no,normal,,there is a large building that has a lot of windows,,"{""street_boost"": 0.12}",Architecture Photography,wrong
test2024-106.jpg,3,Nature Photography,auto,Nature Photography,0.9999,Portrait Photography,0.0001,There is a monkey sitting on the ground with its baby.,no,normal,bear,there is a monkey sitting on the ground with its baby,,"{""nature_boost"": 0.12}",,correct
test2024-107.jpg,2,Nature Photography,auto,Nature Photography,0.997,Portrait Photography,0.0028,There is a monkey that is sitting on the ground with its mouth open.,yes,normal,dog,there is a monkey that is sitting on the ground with its mouth open,,"{""nature_boost"": 0.12}",,correct
test2024-108.jpg,3,Nature Photography,auto,Nature Photography,0.9458,Portrait Photography,0.0503,There is a man sitting on a hill in the middle of a field.,no,normal,person,there is a man sitting on a hill in the middle of a field,,"{""nature_boost"": 0.12}",Other Photography,wrong
test2024-109.jpg,1,Nature Photography,auto,Nature Photography,0.838,Portrait Photography,0.0942,There is a horse standing on top of a hill in the desert.,yes,normal,,there is a horse standing on top of a hill in the desert,,{},Other Photography,wrong
test2024-110.jpg,2,Portrait Photography,auto,Portrait Photography,0.8201,Street Photography,0.171,There is a woman in a blue dress and a blue scarf.,yes,normal,person,there is a woman in a blue dress and a blue scarf,,{},,correct
test2024-111.jpg,2,Portrait Photography,auto,Portrait Photography,0.9318,Street Photography,0.0606,There is a woman wearing a white shirt and a black and white checkered hat.,yes,normal,person,there is a woman wearing a white shirt and a black and white checkered hat,,{},,correct
test2024-112.jpg,1,Nature Photography,review,Nature Photography,0.6296,Portrait Photography,0.2871,There is a black sky with a lot of stars in it.,no,under,,there is a black sky with a lot of stars in it,,{},,correct
test2024-113.jpg,3,Portrait Photography,auto,Portrait Photography,0.8851,Nature Photography,0.0606,There is a man riding a snowboard down a hill in the desert.,no,normal,person,there is a man riding a snowboard down a hill in the desert,,{},,correct
test2024-114.jpg,2,Portrait Photography,auto,Portrait Photography,0.9336,Music Photography,0.037,There is a woman in a long red dress sitting on a sand dune.,yes,normal,person,there is a woman in a long red dress sitting on a sand dune,,{},,correct
test2024-115.jpg,2,Nature Photography,review,Nature Photography,0.5013,Street Photography,0.4985,Mountains in the distance with a small town in the foreground.,no,normal,,mountains in the distance with a small town in the foreground,,"{""nature_boost"": 0.12, ""street_boost"": 0.12}",Other Photography,wrong
test2024-116.jpg,2,Portrait Photography,auto,Portrait Photography,0.8834,Nature Photography,0.056,There is a man that is standing on a hill with his arms spread out.,yes,normal,person,there is a man that is standing on a hill with his arms spread out,,{},,correct
test2024-117.jpg,3,Portrait Photography,auto,Portrait Photography,0.837,Nature Photography,0.0768,There is a woman in a red dress standing on a rock.,no,normal,person,there is a woman in a red dress standing on a rock,,{},,correct
test2024-118.jpg,2,Nature Photography,auto,Nature Photography,0.9975,Portrait Photography,0.002,There is a man that is climbing on a rope in the mountains.,no,normal,,there is a man that is climbing on a rope in the mountains,,"{""nature_boost"": 0.12}",,correct
test2024-119.jpg,2,Portrait Photography,review,Portrait Photography,0.5376,Street Photography,0.4336,There is a woman in a yellow jumpsuit walking down a walkway.,yes,normal,person,there is a woman in a yellow jumpsuit walking down a walkway,,{},,correct
test2024-120.jpg,2,Nature Photography,auto,Nature Photography,0.9243,Portrait Photography,0.036,There is a large bird that is flying in the sky.,yes,normal,airplane,there is a large bird that is flying in the sky,,{},,correct
test2024-121.jpg,3,Music Photography,review,Music Photography,0.533,Portrait Photography,0.4374,There is a woman in a costume that is posing for a picture.,no,normal,person,there is a woman in a costume that is posing for a picture,,{},Portrait Photography,wrong
test2024-122.jpg,2,Portrait Photography,review,Portrait Photography,0.5134,Music Photography,0.419,Woman dressed in costume posing for a picture with her arms outstretched.,yes,normal,person,woman dressed in costume posing for a picture with her arms outstretched,,{},,correct
