filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title
test2024-080.jpg,3,Street Photography,auto,Street Photography,0.9548,Nature Photography,0.0254,There is a man walking down a sidewalk between two rows of hedges.
test2024-081.jpg,1,Architecture Photography,title-inferred,Nature Photography,0.5094,Street Photography,0.4853,There is a pink flower that is in front of a building.
test2024-082.jpg,2,Street Photography,auto,Street Photography,0.9985,Nature Photography,0.0011,There is a archway with a building in the background.
test2024-083.jpg,3,Street Photography,auto,Street Photography,0.9907,Portrait Photography,0.0081,There are two people sitting on a rock overlooking a city.
test2024-084.jpg,3,Wedding Photography,title-inferred,Street Photography,0.5287,Portrait Photography,0.4076,Bride and groom kissing in front of a wooden door with iron railing.
test2024-085.jpg,3,Street Photography,auto,Street Photography,0.9463,Portrait Photography,0.0533,There is a woman sitting on a bench in front of a building.
test2024-086.jpg,3,Street Photography,auto,Street Photography,0.9728,Portrait Photography,0.0261,There is a man standing in front of a wall of clothing.
test2024-087.jpg,4,Street Photography,auto,Street Photography,0.9922,Portrait Photography,0.0075,There is a man sitting on a chair in front of a store.
test2024-088.jpg,3,Street Photography,auto,Street Photography,0.9995,Nature Photography,0.0004,There is a cat that is sitting on the steps of a building.
test2024-089.jpg,2,Nature Photography,auto,Nature Photography,0.9783,Street Photography,0.0207,There is a view of the ocean from the top of a hill.
test2024-090.jpg,1,Nature Photography,auto,Nature Photography,0.9997,Portrait Photography,0.0002,There is a bird that is flying over the water at sunset.
test2024-091.jpg,2,Nature Photography,auto,Nature Photography,0.9988,Street Photography,0.0008,There is a white bird that is standing on a wooden post.
test2024-092.jpg,2,Nature Photography,auto,Nature Photography,0.9933,Portrait Photography,0.0058,There is a view of the ocean from inside a cave.
test2024-093.jpg,4,Street Photography,auto,Street Photography,0.9993,Portrait Photography,0.0004,There is a narrow alley with blue painted steps leading up to a blue building.
test2024-094.jpg,3,Street Photography,title-inferred,Street Photography,0.5013,Nature Photography,0.4983,There are many figurines of people riding camels on the street.
test2024-095.jpg,1,Street Photography,auto,Street Photography,0.9495,Nature Photography,0.0336,There is a view of a clock tower through a gate.
test2024-096.jpg,2,Nature Photography,auto,Nature Photography,0.9997,Street Photography,0.0002,There are two cats that are sitting in a white container.
test2024-097.jpg,1,Street Photography,title-inferred,Street Photography,0.5051,Nature Photography,0.4933,There is a man walking down the street in a striped robe.
test2024-098.jpg,2,Street Photography,auto,Street Photography,0.9994,Portrait Photography,0.0003,There is a staircase going up to the second floor of a building.
test2024-099.jpg,3,Street Photography,auto,Street Photography,0.9964,Portrait Photography,0.0024,There is a narrow alley with a clock tower in the background.
test2024-100.jpg,4,Street Photography,auto,Street Photography,0.9599,Portrait Photography,0.0341,There are many people walking through a market with many items.
test2024-101.jpg,2,Street Photography,auto,Street Photography,0.9996,Portrait Photography,0.0002,There is a red flag hanging from a building in a narrow alley.
test2024-102.jpg,1,Street Photography,auto,Street Photography,0.9968,Portrait Photography,0.0026,There is a small window in the roof of a building.
test2024-103.jpg,1,Street Photography,auto,Street Photography,0.8243,Portrait Photography,0.1289,There is a white sheet on the ground next to a window.
test2024-104.jpg,3,Street Photography,auto,Street Photography,0.9868,Portrait Photography,0.0101,There is a bird that is sitting on the ground with an umbrella.
test2024-105.jpg,2,Street Photography,auto,Street Photography,0.9995,Product Photography,0.0002,There is a large building that has a lot of windows.
test2024-106.jpg,3,Nature Photography,auto,Nature Photography,0.9999,Portrait Photography,0.0001,There is a monkey sitting on the ground with its baby.
test2024-107.jpg,2,Nature Photography,auto,Nature Photography,0.9970,Portrait Photography,0.0027,There is a monkey that is sitting on the ground with its mouth open.
test2024-108.jpg,3,Nature Photography,auto,Nature Photography,0.9458,Portrait Photography,0.0503,There is a man sitting on a hill in the middle of a field.
test2024-109.jpg,1,Nature Photography,auto,Nature Photography,0.8391,Portrait Photography,0.0934,There is a horse standing on top of a hill in the desert.
test2024-110.jpg,2,Portrait Photography,auto,Portrait Photography,0.8203,Street Photography,0.1708,There is a woman in a blue dress and a blue scarf.
test2024-111.jpg,2,Portrait Photography,auto,Portrait Photography,0.9320,Street Photography,0.0604,There is a woman wearing a white shirt and a black and white checkered hat.
test2024-112.jpg,1,Nature Photography,review,Nature Photography,0.6308,Portrait Photography,0.2863,There is a black sky with a lot of stars in it.
test2024-113.jpg,3,Portrait Photography,auto,Portrait Photography,0.8852,Nature Photography,0.0603,There is a man riding a snowboard down a hill in the desert.
test2024-114.jpg,2,Portrait Photography,auto,Portrait Photography,0.9336,Music Photography,0.0369,There is a woman in a long red dress sitting on a sand dune.
test2024-115.jpg,2,Nature Photography,title-inferred,Nature Photography,0.5013,Street Photography,0.4985,Mountains in the distance with a small town in the foreground.
test2024-116.jpg,2,Portrait Photography,auto,Portrait Photography,0.8836,Nature Photography,0.0558,There is a man that is standing on a hill with his arms spread out.
test2024-117.jpg,3,Portrait Photography,auto,Portrait Photography,0.8370,Nature Photography,0.0769,There is a woman in a red dress standing on a rock.
test2024-118.jpg,2,Nature Photography,auto,Nature Photography,0.9975,Portrait Photography,0.0020,There is a man that is climbing on a rope in the mountains.
test2024-119.jpg,2,Sports Photography,title-inferred,Portrait Photography,0.5363,Street Photography,0.4351,There is a woman in a yellow jumpsuit walking down a walkway.
test2024-120.jpg,2,Nature Photography,auto,Nature Photography,0.9259,Portrait Photography,0.0349,There is a large bird that is flying in the sky.
test2024-121.jpg,3,Event Photography,title-inferred,Music Photography,0.5312,Portrait Photography,0.4391,There is a woman in a costume that is posing for a picture.
test2024-122.jpg,2,Event Photography,title-inferred,Portrait Photography,0.5149,Music Photography,0.4172,Woman dressed in costume posing for a picture with her arms outstretched.
test2024-123.jpg,3,Portrait Photography,review,Portrait Photography,0.6672,Music Photography,0.2655,There is a woman in a costume posing for a picture.
test2024-124.jpg,3,Portrait Photography,auto,Portrait Photography,0.8588,Music Photography,0.0829,There is a woman in a costume posing with her hands on her hips.
test2024-125.jpg,2,Product Photography,review,Product Photography,0.7188,Portrait Photography,0.2624,There is a woman in a leather dress posing for a picture.
test2024-126.jpg,2,Portrait Photography,review,Portrait Photography,0.7816,Music Photography,0.1444,Woman in a costume of a warrior with a gold mask.
test2024-127.jpg,2,Portrait Photography,auto,Portrait Photography,0.8157,Music Photography,0.1251,There is a woman with pink hair wearing a costume and smiling.
test2024-128.jpg,4,Portrait Photography,review,Portrait Photography,0.7392,Music Photography,0.1631,There is a woman with pink hair sitting on the ground.
test2024-129.jpg,3,Portrait Photography,auto,Portrait Photography,0.8534,Music Photography,0.0911,Blond haired woman with pink hair and a crown on her head.
test2024-130.jpg,2,Portrait Photography,review,Portrait Photography,0.6621,Music Photography,0.2982,There is a woman with pink hair wearing a red and white outfit.
test2024-131.jpg,2,Portrait Photography,review,Portrait Photography,0.6331,Music Photography,0.2562,There is a woman with pink hair sitting on the ground.
test2024-132.jpg,2,Portrait Photography,review,Portrait Photography,0.7948,Music Photography,0.1896,There is a woman with pink hair making a heart with her hands.
test2024-133.jpg,2,Portrait Photography,review,Portrait Photography,0.7371,Music Photography,0.1984,Blond haired woman with pink hair posing with hands up in the air.
test2024-134.jpg,3,Portrait Photography,review,Portrait Photography,0.6821,Music Photography,0.2140,There is a woman with pink hair posing for a picture.
test2024-135.jpg,2,Other Photography,title-inferred,Music Photography,0.5464,Portrait Photography,0.4407,There is a woman with pink hair wearing a white and red outfit.
test2024-136.jpg,3,Portrait Photography,auto,Portrait Photography,0.9362,Music Photography,0.0602,Blond woman with pink hair and piercings posing for a picture.
test2024-137.jpg,2,Portrait Photography,review,Portrait Photography,0.5890,Music Photography,0.3920,There is a woman with pink hair holding a cell phone.
test2024-138.jpg,3,Portrait Photography,auto,Portrait Photography,0.8110,Music Photography,0.1724,Blond haired woman with pink hair making a peace sign with her fingers.
test2024-139.jpg,3,Portrait Photography,auto,Portrait Photography,0.8157,Music Photography,0.1109,There is a woman dressed in a spider - man costume posing for a picture.
test2024-140.jpg,3,Portrait Photography,auto,Portrait Photography,0.8173,Product Photography,0.0939,Spider - man woman in black and white costume crouching down with red shoes.
test2024-141.jpg,2,Portrait Photography,auto,Portrait Photography,0.9150,Music Photography,0.0488,There is a woman in a black and white bodysuit posing for a picture.
test2024-142.jpg,1,Portrait Photography,auto,Portrait Photography,0.8949,Music Photography,0.0753,Spider - man woman in black and white costume crouching down on blue background.
test2024-143.jpg,1,Portrait Photography,auto,Portrait Photography,0.8052,Music Photography,0.1000,There is a woman in a black and green outfit doing a push up.
test2024-144.jpg,3,Portrait Photography,review,Portrait Photography,0.7949,Music Photography,0.0863,There are two people dressed up as black panther and spider - man posing for a picture.
test2024-145.jpg,2,Portrait Photography,review,Portrait Photography,0.6247,Product Photography,0.3025,There is a man sitting at a table with a plate of food.
test2024-146.jpg,3,Portrait Photography,auto,Portrait Photography,0.9835,Product Photography,0.0100,There is a man that is standing in front of a blackboard.
test2024-147.jpg,3,Architecture Photography,title-inferred,Street Photography,0.4997,Nature Photography,0.4997,There is a statue of a rooster on top of a building.
test2024-148.jpg,4,Street Photography,review,Street Photography,0.6854,Nature Photography,0.3114,There are many people walking down the street in red and white outfits.
test2024-149.jpg,4,Street Photography,title-inferred,Street Photography,0.5133,Nature Photography,0.4865,Several people in red and white outfits are walking down a street.
test2024-150.jpg,2,Street Photography,auto,Street Photography,0.9979,Portrait Photography,0.0010,There is a clock tower that is on the side of a building.
test2024-151.jpg,4,Street Photography,auto,Street Photography,0.9672,Portrait Photography,0.0245,There are people walking around in front of an old church.
test2024-152.jpg,4,Nature Photography,auto,Nature Photography,0.9747,Street Photography,0.0211,Flock of birds flying around a statue of a man on a horse.
test2024-153.jpg,2,Street Photography,auto,Street Photography,0.9995,Nature Photography,0.0002,There is a clock on the top of a building with a sky background.
test2024-154.jpg,4,Product Photography,review,Product Photography,0.6528,Street Photography,0.3469,People riding horses in front of a large building with a mexican flag.
test2024-155.jpg,3,Street Photography,title-inferred,Street Photography,0.3503,Nature Photography,0.3246,There are two men riding horses down the street with a mexican flag.
test2024-156.jpg,2,Street Photography,title-inferred,Street Photography,0.5027,Nature Photography,0.4968,There is a street light that is lit up with a firework.
test2024-157.jpg,1,Architecture Photography,title-inferred,Street Photography,0.4463,Music Photography,0.3290,Fireworks in the night sky above a church with a clock tower.
test2024-158.jpg,1,Product Photography,auto,Product Photography,0.9964,Nature Photography,0.0020,There is a full moon that is lit up in the sky.
test2024-159.jpg,1,Other Photography,title-inferred,Street Photography,0.5494,Product Photography,0.4467,There is a store front with a red trash can in the dark.
test2024-160.jpg,3,Music Photography,auto,Music Photography,0.9864,Street Photography,0.0096,There are two people that are playing guitar together in a room.
test2024-161.jpg,1,Music Photography,auto,Music Photography,0.9739,Portrait Photography,0.0175,There is a man that is playing a guitar in front of a microphone.
test2024-162.jpg,1,Music Photography,title-inferred,Music Photography,0.4914,Portrait Photography,0.2555,There is a person holding a guitar in front of a crowd.
test2024-163.jpg,3,Music Photography,auto,Music Photography,0.9603,Portrait Photography,0.0382,There is a man that is playing a guitar in the dark.
test2024-164.jpg,1,Street Photography,review,Street Photography,0.6526,Portrait Photography,0.2865,There is a man that is standing in front of a window.
test2024-165.jpg,3,Music Photography,auto,Music Photography,0.9650,Street Photography,0.0291,There is a blurry photo of a man playing a guitar.
test2024-166.jpg,4,Music Photography,auto,Music Photography,0.9935,Portrait Photography,0.0038,There is a man that is playing a guitar in front of a microphone.
test2024-167.jpg,3,Music Photography,auto,Music Photography,0.9849,Portrait Photography,0.0130,There is a black and white photo of a man playing a guitar.
test2024-168.jpg,1,Portrait Photography,review,Portrait Photography,0.6892,Street Photography,0.1884,Woman holding up a cell phone to take a picture of herself.
test2024-169.jpg,4,Music Photography,auto,Music Photography,0.9906,Portrait Photography,0.0057,There is a man that is playing a guitar in front of a microphone.
test2024-170.jpg,1,Music Photography,review,Music Photography,0.6954,Street Photography,0.1925,There is a man that has a tattoo on his chest.
test2024-171.jpg,2,Music Photography,auto,Music Photography,0.9982,Portrait Photography,0.0016,There is a man with a hat playing a guitar on stage.
test2024-172.jpg,1,Music Photography,auto,Music Photography,0.9958,Portrait Photography,0.0040,There is a man that is holding a microphone in his hand.
test2024-173.jpg,1,Music Photography,auto,Music Photography,0.9998,Portrait Photography,0.0002,Woman in purple and gold outfit singing into microphone on stage.
test2024-174.jpg,2,Portrait Photography,auto,Portrait Photography,0.9686,Street Photography,0.0190,There is a man in a red hoodie reading a book.
test2024-175.jpg,1,Product Photography,review,Product Photography,0.5981,Portrait Photography,0.3772,There are two figurines sitting on a shelf in front of a tv.
test2024-176.jpg,3,Street Photography,auto,Street Photography,0.9521,Portrait Photography,0.0426,They are walking on the pavement with their skateboards in hand.
test2024-177.jpg,1,Street Photography,review,Street Photography,0.5855,Portrait Photography,0.2761,There is a black and white photo of a chair in a garage.
test2024-178.jpg,3,Street Photography,auto,Street Photography,0.9955,Nature Photography,0.0042,There is a black and white photo of a truck driving down the road.
test2024-179.jpg,1,Product Photography,auto,Product Photography,0.9862,Music Photography,0.0066,There is a silver ring with a star design on it.
test2024-180.jpg,1,Portrait Photography,auto,Portrait Photography,0.9969,Product Photography,0.0031,There is a ring with a cross on it on a black surface.
test2024-181.jpg,1,Portrait Photography,auto,Portrait Photography,0.9811,Product Photography,0.0186,There is a silver chain that is laying on a black surface.
test2024-182.jpg,1,Portrait Photography,auto,Portrait Photography,0.9767,Product Photography,0.0230,There is a gold ring on a gold chain on a black surface.
test2024-183.jpg,1,Product Photography,auto,Product Photography,0.9611,Portrait Photography,0.0257,There is a ring that is sitting on top of a table.
test2024-184.jpg,1,Product Photography,auto,Product Photography,0.9987,Portrait Photography,0.0007,There is a bottle of alcohol and a ring on a table.
test2024-185.jpg,2,Street Photography,title-inferred,Product Photography,0.5010,Street Photography,0.4990,Two cans of beer sitting on a ledge in front of a city.
test2024-186.jpg,2,Product Photography,auto,Product Photography,0.9991,Street Photography,0.0004,Someone is holding a can of beer in their hand near a cactus.
test2024-187.jpg,1,Other Photography,title-inferred,Product Photography,0.5135,Portrait Photography,0.4859,There is a person holding a can of soda near a cactus.
test2024-188.jpg,1,Product Photography,auto,Product Photography,1.0000,Portrait Photography,0.0000,There are two cans of beer sitting on a shelf.
test2024-189.jpg,2,Nature Photography,title-inferred,Product Photography,0.5005,Nature Photography,0.4995,Two cans of orange soda sitting on top of a lush green field.
test2024-190.jpg,1,Product Photography,auto,Product Photography,1.0000,Nature Photography,0.0000,There are two cans of soda sitting next to each other.
test2024-191.jpg,1,Product Photography,auto,Product Photography,1.0000,Nature Photography,0.0000,There is a can of mango juice sitting on a table.
test2024-192.jpg,2,Product Photography,auto,Product Photography,1.0000,Street Photography,0.0000,There is a can of beer and a pair of scissors on a table.
test2024-193.jpg,1,Product Photography,auto,Product Photography,1.0000,Street Photography,0.0000,There is a close up of a bicycle handlebar with a can of soda.
test2024-194.jpg,1,Product Photography,auto,Product Photography,0.9999,Nature Photography,0.0000,Several cans of beer are lined up in a row on a table.
test2024-195.jpg,1,Product Photography,auto,Product Photography,0.9683,Music Photography,0.0122,There are three skateboards that are lined up on a table.
test2024-196.jpg,1,Nature Photography,title-inferred,Product Photography,0.5017,Nature Photography,0.4983,Several cans of soda sitting on top of a lush green field.
test2024-197.jpg,1,Product Photography,title-inferred,Product Photography,0.5005,Portrait Photography,0.4992,There is a person holding a can of soda in front of an oven.
test2024-198.jpg,2,Product Photography,auto,Product Photography,0.9992,Portrait Photography,0.0004,Someone holding a can of beer in their hand in a dark room.
test2024-199.jpg,1,Product Photography,auto,Product Photography,1.0000,Street Photography,0.0000,Several cans of drinks are lined up on a shelf.
test2024-200.jpg,2,Other Photography,title-inferred,Product Photography,0.5009,Portrait Photography,0.4990,There is a person holding a can of beer in a refrigerator.
test2024-201.jpg,3,Product Photography,auto,Product Photography,1.0000,Music Photography,0.0000,Three cans of marijuana are lined up on a shelf.
test2024-202.jpg,2,Product Photography,auto,Product Photography,1.0000,Music Photography,0.0000,Several cans of beer are sitting on a bed of green grass.
test2024-203.jpg,2,Product Photography,auto,Product Photography,1.0000,Portrait Photography,0.0000,Someone is holding a can of beer in their hand on a couch.
test2024-204.jpg,3,Product Photography,auto,Product Photography,0.9993,Portrait Photography,0.0006,Smiling woman sitting at a table holding a can of soda.
test2024-205.jpg,2,Product Photography,auto,Product Photography,1.0000,Portrait Photography,0.0000,Someone is holding two cans of beer in their hands.
test2024-206.jpg,2,Product Photography,auto,Product Photography,1.0000,Music Photography,0.0000,There is a can of orange juice sitting next to some oranges.
test2024-207.jpg,3,Product Photography,review,Product Photography,0.6679,Portrait Photography,0.3321,There is a can of orange juice being held by a person.
test2024-208.jpg,2,Product Photography,auto,Product Photography,1.0000,Street Photography,0.0000,Someone is holding a can of soda in front of a brick wall.
test2024-209.jpg,3,Product Photography,auto,Product Photography,0.9925,Street Photography,0.0049,There are two people sitting on a bench and one is holding a can.
test2024-210.jpg,2,Product Photography,auto,Product Photography,0.9992,Street Photography,0.0005,There is a man and a woman sitting next to each other holding a can of beer.
test2024-211.jpg,4,Product Photography,auto,Product Photography,0.9989,Street Photography,0.0007,There is a man sitting on a bench holding a can of soda.
test2024-212.jpg,3,Street Photography,title-inferred,Street Photography,0.5008,Product Photography,0.4985,Someone is holding a can of beer in their hand on the sidewalk.
test2024-213.jpg,3,Product Photography,auto,Product Photography,0.9945,Street Photography,0.0042,There are two people holding a can of beer and laughing.
test2024-214.jpg,4,Product Photography,auto,Product Photography,0.9734,Street Photography,0.0259,There are two cans of soda sitting on a ledge.
test2024-215.jpg,3,Street Photography,title-inferred,Street Photography,0.5001,Product Photography,0.4998,Someone holding two cans of beer in their hands on a sidewalk.
test2024-216.jpg,1,Product Photography,auto,Product Photography,0.9980,Music Photography,0.0016,There is a close up of a sound board with a laptop in the background.
