filename,rating,genre_1st,confidence_1st,genre_2nd,confidence_2nd,review_status,title
test2024-029.jpg,4,Food Photography,0.9788,Street Photography,0.0187,auto,There are two women that are standing behind a counter with food.
test2024-030.jpg,2,Nature Photography,0.9776,Street Photography,0.0193,auto,There is a man sitting on a bench under a tree.
test2024-031.jpg,4,Street Photography,0.9950,Concert Photography,0.0030,auto,Skateboarders in a skate park with a building in the background.
test2024-032.jpg,4,Street Photography,0.8523,Concert Photography,0.0928,auto,There is a man that is doing a trick on a skateboard.
test2024-033.jpg,4,Street Photography,0.5497,Nature Photography,0.4312,title-inferred,There is a shirtless man riding a skateboard on a city street.
test2024-034.jpg,4,Street Photography,0.8309,Concert Photography,0.0689,auto,There is a shirtless man doing a trick on a skateboard.
test2024-035.jpg,4,Street Photography,0.8475,Portraits Photography,0.0830,auto,There is a shirtless man doing a trick on a skateboard.
test2024-036.jpg,4,Street Photography,0.7891,Nature Photography,0.2078,review,People walking down a busy street with a child on a leash.
test2024-037.jpg,1,Street Photography,0.5001,Nature Photography,0.4994,title-inferred,Sunset over a city with a clock tower in the middle of it.
test2024-038.jpg,2,Street Photography,0.5026,Nature Photography,0.4967,title-inferred,Clock tower on top of building with city in background at sunset.
test2024-039.jpg,1,Street Photography,0.5014,Nature Photography,0.4979,title-inferred,Sunset over a city with a tall building with a sign on top.
test2024-040.jpg,2,Nature Photography,0.7260,Street Photography,0.1522,review,There is a tall tower with a clock on top of it.
test2024-041.jpg,4,Product Photography,0.9991,Food Photography,0.0006,auto,There is a display case filled with bottles of alcohol and oranges.
test2024-042.jpg,2,Street Photography,0.8159,Nature Photography,0.1803,auto,People walking across a street with a red bus in the background.
test2024-043.jpg,2,Street Photography,0.9933,Nature Photography,0.0054,auto,There is a black and white photo of a building with a spiral staircase.
test2024-044.jpg,2,Street Photography,0.9777,Nature Photography,0.0191,auto,There is a very tall building with a lot of windows.
test2024-045.jpg,3,Food Photography,0.9756,Street Photography,0.0218,auto,There is a man that is standing behind a display of food.
test2024-046.jpg,4,Street Photography,0.9819,Portraits Photography,0.0176,auto,There is a large picture of a man on the side of a building.
test2024-047.jpg,1,Street Photography,0.6884,Nature Photography,0.3086,review,There are many people walking down the street at night.
test2024-048.jpg,4,Street Photography,0.9992,Nature Photography,0.0003,auto,Cars are parked on the side of the road at night.
test2024-049.jpg,3,Street Photography,0.9963,Portraits Photography,0.0020,auto,There is a bird perched on the top of a brick building.
test2024-050.jpg,2,Nature Photography,0.6525,Street Photography,0.2138,review,There is a stone wall with a clock tower in the background.
test2024-051.jpg,2,Street Photography,0.9886,Nature Photography,0.0091,auto,There is a black and white photo of a building with a clock on it.
test2024-052.jpg,2,Street Photography,0.6889,Nature Photography,0.1838,review,There is a tall tower with a clock on top of it.
test2024-053.jpg,2,Nature Photography,0.9967,Portraits Photography,0.0024,auto,There is a seagull standing on a rock with its beak open.
test2024-054.jpg,1,Product Photography,0.3313,Nature Photography,0.3261,title-inferred,There is a bird that is sitting on top of a pole.
test2024-055.jpg,3,Nature Photography,0.7670,Portraits Photography,0.1235,review,There are two ships that are in the water in the fog.
test2024-056.jpg,3,Street Photography,0.7074,Nature Photography,0.2897,review,There is a woman walking down a crowded street with a bag.
test2024-057.jpg,3,Food Photography,0.9790,Street Photography,0.0126,auto,There are many people sitting at a table in a restaurant.
test2024-058.jpg,1,Nature Photography,0.9413,Portraits Photography,0.0387,auto,There is a sea horse that is swimming in the water.
test2024-059.jpg,2,Product Photography,0.9994,Nature Photography,0.0003,auto,There is a black and white photo of a shark swimming in the water.
test2024-060.jpg,2,Nature Photography,0.9998,Portraits Photography,0.0002,auto,There is a manta ray swimming in the water in a tank.
test2024-061.jpg,1,Portraits Photography,0.6805,Nature Photography,0.2390,review,There is a white axamant with pink hair on it ' s head.
test2024-062.jpg,1,Nature Photography,0.6315,Portraits Photography,0.2135,review,There is a sea horse that is swimming in the water.
test2024-063.jpg,2,Nature Photography,0.9996,Portraits Photography,0.0002,auto,There is a red fish that is swimming in the water.
test2024-064.jpg,1,Nature Photography,0.9983,Portraits Photography,0.0013,auto,There is a green and yellow bird sitting on a tree branch.
test2024-065.jpg,2,Street Photography,0.9949,Nature Photography,0.0033,auto,There is a very tall building with a clock on it.
test2024-066.jpg,3,Street Photography,0.9590,Portraits Photography,0.0396,auto,There is a small child standing on the sidewalk in front of a group of people.
test2024-067.jpg,1,Street Photography,0.9973,Portraits Photography,0.0009,auto,There is a bird that is sitting on a railing in front of a building.
test2024-068.jpg,2,Street Photography,0.8901,Concert Photography,0.0923,auto,There is a picture of a building that has a painting on it.
test2024-069.jpg,2,Street Photography,0.9976,Nature Photography,0.0014,auto,There is a very tall building with a clock on the top.
test2024-070.jpg,1,Street Photography,0.6840,Nature Photography,0.2577,review,There is a long hallway with many columns and a stone wall.
test2024-071.jpg,4,Street Photography,0.9809,Concert Photography,0.0095,auto,There is a large building with a clock on top of it.
test2024-072.jpg,1,Street Photography,0.9868,Portraits Photography,0.0092,auto,There is a reflection of a tower in the window of a building.
test2024-073.jpg,4,Street Photography,0.9931,Nature Photography,0.0034,auto,There is a fountain in front of a large building with statues.
test2024-074.jpg,3,Street Photography,0.9810,Portraits Photography,0.0159,auto,Woman in red dress walking down a sidewalk with a cell phone.
test2024-075.jpg,1,Portraits Photography,0.5003,Street Photography,0.3548,title-inferred,Black and white photograph of a window with bars in it.
test2024-076.jpg,2,Nature Photography,0.4157,Portraits Photography,0.3133,title-inferred,There is a wall with blue and white designs on it.
test2024-077.jpg,2,Portraits Photography,0.3020,Product Photography,0.2896,title-inferred,There is a wall with a decorative design on it.
test2024-078.jpg,2,Street Photography,0.9914,Nature Photography,0.0083,auto,There is a view of a city from the top of a hill.
test2024-079.jpg,2,Street Photography,0.9517,Nature Photography,0.0467,auto,There is a man that is walking down the sidewalk between the hedges.
test2024-080.jpg,3,Street Photography,0.9237,Nature Photography,0.0619,auto,There is a man walking down a sidewalk between two rows of hedges.
test2024-081.jpg,1,Nature Photography,0.5460,Street Photography,0.4487,title-inferred,There is a pink flower that is in front of a building.
test2024-082.jpg,2,Street Photography,0.9967,Nature Photography,0.0028,auto,There is a archway with a building in the background.
test2024-083.jpg,3,Street Photography,0.9841,Portraits Photography,0.0114,auto,There are two people sitting on a rock overlooking a city.
test2024-084.jpg,3,Portraits Photography,0.8231,Street Photography,0.1383,auto,Bride and groom kissing in front of a wooden door with iron railing.
test2024-085.jpg,3,Street Photography,0.9777,Portraits Photography,0.0219,auto,There is a woman sitting on a bench in front of a building.
test2024-086.jpg,3,Street Photography,0.9655,Portraits Photography,0.0264,auto,There is a man standing in front of a wall of clothing.
test2024-087.jpg,4,Street Photography,0.9951,Portraits Photography,0.0034,auto,There is a man sitting on a chair in front of a store.
test2024-088.jpg,3,Street Photography,0.9993,Nature Photography,0.0005,auto,There is a cat that is sitting on the steps of a building.
test2024-089.jpg,2,Nature Photography,0.9909,Street Photography,0.0084,auto,There is a view of the ocean from the top of a hill.
test2024-090.jpg,1,Nature Photography,0.9997,Portraits Photography,0.0002,auto,There is a bird that is flying over the water at sunset.
test2024-091.jpg,2,Nature Photography,0.9980,Street Photography,0.0015,auto,There is a white bird that is standing on a wooden post.
test2024-092.jpg,2,Nature Photography,0.9946,Portraits Photography,0.0046,auto,There is a view of the ocean from inside a cave.
test2024-093.jpg,4,Street Photography,0.9983,Nature Photography,0.0010,auto,There is a narrow alley with blue painted steps leading up to a blue building.
test2024-094.jpg,3,Street Photography,0.5026,Nature Photography,0.4969,title-inferred,There are many figurines of people riding camels on the street.
test2024-095.jpg,1,Street Photography,0.9046,Nature Photography,0.0741,auto,There is a view of a clock tower through a gate.
test2024-096.jpg,2,Nature Photography,0.9979,Street Photography,0.0019,auto,There are two cats that are sitting in a white container.
test2024-097.jpg,1,Street Photography,0.5115,Nature Photography,0.4871,title-inferred,There is a man walking down the street in a striped robe.
test2024-098.jpg,2,Street Photography,0.9987,Product Photography,0.0006,auto,There is a staircase going up to the second floor of a building.
test2024-099.jpg,3,Street Photography,0.9931,Nature Photography,0.0043,auto,There is a narrow alley with a clock tower in the background.
test2024-100.jpg,4,Street Photography,0.9640,Portraits Photography,0.0228,auto,There are many people walking through a market with many items.
test2024-101.jpg,2,Street Photography,0.9994,Portraits Photography,0.0003,auto,There is a red flag hanging from a building in a narrow alley.
test2024-102.jpg,1,Street Photography,0.9960,Portraits Photography,0.0019,auto,There is a small window in the roof of a building.
test2024-103.jpg,1,Street Photography,0.8357,Concert Photography,0.0572,auto,There is a white sheet on the ground next to a window.
test2024-104.jpg,3,Street Photography,0.9810,Food Photography,0.0068,auto,There is a bird that is sitting on the ground with an umbrella.
test2024-105.jpg,2,Street Photography,0.9988,Portraits Photography,0.0004,auto,There is a large building that has a lot of windows.
test2024-106.jpg,3,Nature Photography,0.9992,Portraits Photography,0.0006,auto,There is a monkey sitting on the ground with its baby.
test2024-107.jpg,2,Nature Photography,0.9943,Portraits Photography,0.0050,auto,There is a monkey that is sitting on the ground with its mouth open.
test2024-108.jpg,3,Nature Photography,0.9829,Portraits Photography,0.0122,auto,There is a man sitting on a hill in the middle of a field.
test2024-109.jpg,1,Nature Photography,0.8554,Street Photography,0.0746,auto,There is a horse standing on top of a hill in the desert.
test2024-110.jpg,2,Street Photography,0.6428,Portraits Photography,0.3463,review,There is a woman in a blue dress and a blue scarf.
test2024-111.jpg,2,Portraits Photography,0.8681,Street Photography,0.1064,auto,There is a woman wearing a white shirt and a black and white checkered hat.
test2024-112.jpg,1,Nature Photography,0.7426,Portraits Photography,0.1898,review,There is a black sky with a lot of stars in it.
test2024-113.jpg,3,Portraits Photography,0.7957,Nature Photography,0.1354,review,There is a man riding a snowboard down a hill in the desert.
test2024-114.jpg,2,Portraits Photography,0.9249,Nature Photography,0.0407,auto,There is a woman in a long red dress sitting on a sand dune.
test2024-115.jpg,2,Nature Photography,0.5030,Street Photography,0.4967,title-inferred,Mountains in the distance with a small town in the foreground.
test2024-116.jpg,2,Portraits Photography,0.6323,Street Photography,0.1871,review,There is a man that is standing on a hill with his arms spread out.
test2024-117.jpg,3,Portraits Photography,0.6933,Nature Photography,0.1793,review,There is a woman in a red dress standing on a rock.
test2024-118.jpg,2,Nature Photography,0.9989,Portraits Photography,0.0006,auto,There is a man that is climbing on a rope in the mountains.
test2024-119.jpg,2,Street Photography,0.5239,Portraits Photography,0.4112,title-inferred,There is a woman in a yellow jumpsuit walking down a walkway.
test2024-120.jpg,2,Nature Photography,0.8822,Street Photography,0.0545,auto,There is a large bird that is flying in the sky.
test2024-121.jpg,3,Portraits Photography,0.7109,Concert Photography,0.1804,review,There is a woman in a costume that is posing for a picture.
test2024-122.jpg,2,Portraits Photography,0.8426,Product Photography,0.1319,auto,Woman dressed in costume posing for a picture with her arms outstretched.
test2024-123.jpg,3,Portraits Photography,0.8610,Product Photography,0.1185,auto,There is a woman in a costume posing for a picture.
test2024-124.jpg,3,Portraits Photography,0.9585,Product Photography,0.0382,auto,There is a woman in a costume posing with her hands on her hips.
test2024-125.jpg,2,Food Photography,0.7934,Portraits Photography,0.2007,review,There is a woman in a leather dress posing for a picture.
test2024-126.jpg,2,Portraits Photography,0.9368,Product Photography,0.0586,auto,Woman in a costume of a warrior with a gold mask.
test2024-127.jpg,2,Portraits Photography,0.9454,Product Photography,0.0294,auto,There is a woman with pink hair wearing a costume and smiling.
test2024-128.jpg,4,Portraits Photography,0.9493,Product Photography,0.0360,auto,There is a woman with pink hair sitting on the ground.
test2024-129.jpg,3,Portraits Photography,0.9154,Product Photography,0.0749,auto,Blond haired woman with pink hair and a crown on her head.
test2024-130.jpg,2,Portraits Photography,0.8419,Product Photography,0.0806,auto,There is a woman with pink hair wearing a red and white outfit.
test2024-131.jpg,2,Portraits Photography,0.9004,Product Photography,0.0593,auto,There is a woman with pink hair sitting on the ground.
test2024-132.jpg,2,Portraits Photography,0.8776,Concert Photography,0.0635,auto,There is a woman with pink hair making a heart with her hands.
test2024-133.jpg,2,Portraits Photography,0.8887,Product Photography,0.0617,auto,Blond haired woman with pink hair posing with hands up in the air.
test2024-134.jpg,3,Portraits Photography,0.8827,Product Photography,0.0865,auto,There is a woman with pink hair posing for a picture.
test2024-135.jpg,2,Portraits Photography,0.7120,Concert Photography,0.2590,review,There is a woman with pink hair wearing a white and red outfit.
test2024-136.jpg,3,Portraits Photography,0.9648,Product Photography,0.0228,auto,Blond woman with pink hair and piercings posing for a picture.
test2024-137.jpg,2,Portraits Photography,0.8629,Concert Photography,0.1191,auto,There is a woman with pink hair holding a cell phone.
test2024-138.jpg,3,Portraits Photography,0.9219,Concert Photography,0.0556,auto,Blond haired woman with pink hair making a peace sign with her fingers.
test2024-139.jpg,3,Portraits Photography,0.7405,Product Photography,0.2181,review,There is a woman dressed in a spider - man costume posing for a picture.
test2024-140.jpg,3,Portraits Photography,0.6713,Product Photography,0.2930,review,Spider - man woman in black and white costume crouching down with red shoes.
test2024-141.jpg,2,Portraits Photography,0.8109,Product Photography,0.1684,auto,There is a woman in a black and white bodysuit posing for a picture.
test2024-142.jpg,1,Portraits Photography,0.7793,Product Photography,0.1709,review,Spider - man woman in black and white costume crouching down on blue background.
test2024-143.jpg,1,Portraits Photography,0.6657,Product Photography,0.2988,review,There is a woman in a black and green outfit doing a push up.
test2024-144.jpg,3,Portraits Photography,0.7783,Product Photography,0.1356,review,There are two people dressed up as black panther and spider - man posing for a picture.
test2024-145.jpg,2,Portraits Photography,0.4839,Food Photography,0.4806,title-inferred,There is a man sitting at a table with a plate of food.
test2024-146.jpg,3,Portraits Photography,0.9776,Product Photography,0.0206,auto,There is a man that is standing in front of a blackboard.
test2024-147.jpg,3,Street Photography,0.4997,Nature Photography,0.4995,title-inferred,There is a statue of a rooster on top of a building.
test2024-148.jpg,4,Street Photography,0.7131,Nature Photography,0.2832,review,There are many people walking down the street in red and white outfits.
test2024-149.jpg,4,Street Photography,0.5237,Nature Photography,0.4754,title-inferred,Several people in red and white outfits are walking down a street.
test2024-150.jpg,2,Street Photography,0.9952,Nature Photography,0.0033,auto,There is a clock tower that is on the side of a building.
test2024-151.jpg,4,Street Photography,0.9606,Portraits Photography,0.0217,auto,There are people walking around in front of an old church.
test2024-152.jpg,4,Nature Photography,0.9773,Street Photography,0.0199,auto,Flock of birds flying around a statue of a man on a horse.
test2024-153.jpg,2,Street Photography,0.9991,Nature Photography,0.0005,auto,There is a clock on the top of a building with a sky background.
test2024-154.jpg,4,Product Photography,0.6536,Street Photography,0.3461,review,People riding horses in front of a large building with a mexican flag.
test2024-155.jpg,3,Street Photography,0.3582,Product Photography,0.3205,title-inferred,There are two men riding horses down the street with a mexican flag.
test2024-156.jpg,2,Street Photography,0.5006,Nature Photography,0.4967,title-inferred,There is a street light that is lit up with a firework.
test2024-157.jpg,1,Concert Photography,0.5781,Street Photography,0.2035,review,Fireworks in the night sky above a church with a clock tower.
test2024-158.jpg,1,Product Photography,0.9873,Nature Photography,0.0102,auto,There is a full moon that is lit up in the sky.
test2024-159.jpg,1,Street Photography,0.6158,Product Photography,0.3795,review,There is a store front with a red trash can in the dark.
test2024-160.jpg,3,Concert Photography,0.9854,Street Photography,0.0082,auto,There are two people that are playing guitar together in a room.
test2024-161.jpg,1,Concert Photography,0.9740,Portraits Photography,0.0191,auto,There is a man that is playing a guitar in front of a microphone.
test2024-162.jpg,1,Concert Photography,0.5455,Portraits Photography,0.2289,title-inferred,There is a person holding a guitar in front of a crowd.
test2024-163.jpg,3,Concert Photography,0.9653,Portraits Photography,0.0315,auto,There is a man that is playing a guitar in the dark.
test2024-164.jpg,1,Street Photography,0.6849,Portraits Photography,0.2070,review,There is a man that is standing in front of a window.
test2024-165.jpg,3,Concert Photography,0.9784,Street Photography,0.0176,auto,There is a blurry photo of a man playing a guitar.
test2024-166.jpg,4,Concert Photography,0.9942,Portraits Photography,0.0028,auto,There is a man that is playing a guitar in front of a microphone.
test2024-167.jpg,3,Concert Photography,0.9859,Portraits Photography,0.0122,auto,There is a black and white photo of a man playing a guitar.
test2024-168.jpg,1,Portraits Photography,0.8084,Concert Photography,0.1005,auto,Woman holding up a cell phone to take a picture of herself.
test2024-169.jpg,4,Concert Photography,0.9902,Portraits Photography,0.0068,auto,There is a man that is playing a guitar in front of a microphone.
test2024-170.jpg,1,Concert Photography,0.8771,Street Photography,0.0760,auto,There is a man that has a tattoo on his chest.
test2024-171.jpg,2,Concert Photography,0.9985,Portraits Photography,0.0012,auto,There is a man with a hat playing a guitar on stage.
test2024-172.jpg,1,Concert Photography,0.9954,Portraits Photography,0.0044,auto,There is a man that is holding a microphone in his hand.
test2024-173.jpg,1,Concert Photography,0.9992,Portraits Photography,0.0007,auto,Woman in purple and gold outfit singing into microphone on stage.
test2024-174.jpg,2,Portraits Photography,0.9650,Street Photography,0.0265,auto,There is a man in a red hoodie reading a book.
test2024-175.jpg,1,Product Photography,0.7193,Portraits Photography,0.2300,review,There are two figurines sitting on a shelf in front of a tv.
test2024-176.jpg,3,Street Photography,0.9573,Portraits Photography,0.0270,auto,They are walking on the pavement with their skateboards in hand.
test2024-177.jpg,1,Street Photography,0.4968,Product Photography,0.3482,title-inferred,There is a black and white photo of a chair in a garage.
test2024-178.jpg,3,Street Photography,0.9911,Nature Photography,0.0087,auto,There is a black and white photo of a truck driving down the road.
test2024-179.jpg,1,Product Photography,0.9935,Portraits Photography,0.0030,auto,There is a silver ring with a star design on it.
test2024-180.jpg,1,Portraits Photography,0.9959,Product Photography,0.0041,auto,There is a ring with a cross on it on a black surface.
test2024-181.jpg,1,Portraits Photography,0.9760,Product Photography,0.0235,auto,There is a silver chain that is laying on a black surface.
test2024-182.jpg,1,Portraits Photography,0.9744,Product Photography,0.0252,auto,There is a gold ring on a gold chain on a black surface.
test2024-183.jpg,1,Product Photography,0.9649,Concert Photography,0.0123,auto,There is a ring that is sitting on top of a table.
test2024-184.jpg,1,Product Photography,0.9989,Portraits Photography,0.0005,auto,There is a bottle of alcohol and a ring on a table.
test2024-185.jpg,2,Product Photography,0.5004,Street Photography,0.4996,title-inferred,Two cans of beer sitting on a ledge in front of a city.
test2024-186.jpg,2,Product Photography,0.9986,Food Photography,0.0006,auto,Someone is holding a can of beer in their hand near a cactus.
test2024-187.jpg,1,Product Photography,0.5160,Portraits Photography,0.4825,title-inferred,There is a person holding a can of soda near a cactus.
test2024-188.jpg,1,Product Photography,0.9997,Food Photography,0.0003,auto,There are two cans of beer sitting on a shelf.
test2024-189.jpg,2,Product Photography,0.5003,Nature Photography,0.4997,title-inferred,Two cans of orange soda sitting on top of a lush green field.
test2024-190.jpg,1,Product Photography,0.9999,Food Photography,0.0001,auto,There are two cans of soda sitting next to each other.
test2024-191.jpg,1,Product Photography,0.9996,Food Photography,0.0004,auto,There is a can of mango juice sitting on a table.
test2024-192.jpg,2,Product Photography,0.9987,Food Photography,0.0013,auto,There is a can of beer and a pair of scissors on a table.
test2024-193.jpg,1,Product Photography,0.9999,Food Photography,0.0001,auto,There is a close up of a bicycle handlebar with a can of soda.
test2024-194.jpg,1,Product Photography,0.9996,Food Photography,0.0003,auto,Several cans of beer are lined up in a row on a table.
test2024-195.jpg,1,Product Photography,0.8161,Food Photography,0.1628,auto,There are three skateboards that are lined up on a table.
test2024-196.jpg,1,Product Photography,0.5013,Nature Photography,0.4986,title-inferred,Several cans of soda sitting on top of a lush green field.
test2024-197.jpg,1,Product Photography,0.5005,Portraits Photography,0.4991,title-inferred,There is a person holding a can of soda in front of an oven.
test2024-198.jpg,2,Product Photography,0.9963,Food Photography,0.0032,auto,Someone holding a can of beer in their hand in a dark room.
test2024-199.jpg,1,Product Photography,0.9998,Food Photography,0.0002,auto,Several cans of drinks are lined up on a shelf.
test2024-200.jpg,2,Product Photography,0.5007,Portraits Photography,0.4990,title-inferred,There is a person holding a can of beer in a refrigerator.
test2024-201.jpg,3,Product Photography,0.9999,Food Photography,0.0001,auto,Three cans of marijuana are lined up on a shelf.
test2024-202.jpg,2,Product Photography,0.9999,Food Photography,0.0000,auto,Several cans of beer are sitting on a bed of green grass.
test2024-203.jpg,2,Product Photography,0.9999,Food Photography,0.0000,auto,Someone is holding a can of beer in their hand on a couch.
test2024-204.jpg,3,Product Photography,0.9995,Portraits Photography,0.0003,auto,Smiling woman sitting at a table holding a can of soda.
test2024-205.jpg,2,Product Photography,1.0000,Food Photography,0.0000,auto,Someone is holding two cans of beer in their hands.
test2024-206.jpg,2,Product Photography,0.5014,Food Photography,0.4986,title-inferred,There is a can of orange juice sitting next to some oranges.
test2024-207.jpg,3,Product Photography,0.3353,Food Photography,0.3325,title-inferred,There is a can of orange juice being held by a person.
test2024-208.jpg,2,Product Photography,1.0000,Food Photography,0.0000,auto,Someone is holding a can of soda in front of a brick wall.
test2024-209.jpg,3,Product Photography,0.9928,Street Photography,0.0041,auto,There are two people sitting on a bench and one is holding a can.
test2024-210.jpg,2,Product Photography,0.9993,Street Photography,0.0004,auto,There is a man and a woman sitting next to each other holding a can of beer.
test2024-211.jpg,4,Product Photography,0.9991,Street Photography,0.0006,auto,There is a man sitting on a bench holding a can of soda.
test2024-212.jpg,3,Product Photography,0.5006,Street Photography,0.4985,title-inferred,Someone is holding a can of beer in their hand on the sidewalk.
test2024-213.jpg,3,Product Photography,0.9956,Street Photography,0.0031,auto,There are two people holding a can of beer and laughing.
test2024-214.jpg,4,Product Photography,0.9630,Street Photography,0.0355,auto,There are two cans of soda sitting on a ledge.
test2024-215.jpg,3,Product Photography,0.5000,Street Photography,0.4998,title-inferred,Someone holding two cans of beer in their hands on a sidewalk.
test2024-216.jpg,1,Product Photography,0.9957,Concert Photography,0.0037,auto,There is a close up of a sound board with a laptop in the background.
test2024-217.jpg,1,Concert Photography,0.9962,Product Photography,0.0035,auto,There is a close up of a keyboard and some microphones.
test2024-218.jpg,4,Nature Photography,0.9817,Portraits Photography,0.0178,auto,There is a man and a woman holding hands in a field.
test2024-219.jpg,3,Nature Photography,0.8435,Portraits Photography,0.1556,auto,Bride and groom looking at each other in a forest setting.
test2024-220.jpg,3,Food Photography,0.9946,Portraits Photography,0.0047,auto,There is a man and a woman standing next to a car.
test2024-221.jpg,2,Street Photography,0.9994,Portraits Photography,0.0004,auto,There is a bride sitting in a red sports car with a bouquet.
test2024-222.jpg,2,Portraits Photography,0.5362,Product Photography,0.1834,title-inferred,There is a man and a woman sitting in a red convertible car.
test2024-223.jpg,2,Portraits Photography,0.8814,Street Photography,0.0501,auto,There is a man and a woman kissing in a car.
test2024-224.jpg,2,Nature Photography,0.9927,Portraits Photography,0.0063,auto,Bride and groom kissing in the back of a red convertible car.
test2024-225.jpg,4,Portraits Photography,0.9748,Product Photography,0.0104,auto,There is a man and a woman posing for a picture with a dog.
test2024-226.jpg,3,Portraits Photography,0.9814,Nature Photography,0.0091,auto,There is a man and woman posing with a dog in the woods.
test2024-227.jpg,4,Portraits Photography,0.9808,Nature Photography,0.0092,auto,There is a man and a woman sitting next to a dog.
test2024-228.jpg,3,Portraits Photography,0.9021,Street Photography,0.0392,auto,There is a man and a woman walking a dog on a leash.
test2024-229.jpg,3,Portraits Photography,0.9881,Nature Photography,0.0048,auto,There is a man and a woman that are smiling together.
test2024-230.jpg,1,Portraits Photography,0.8893,Product Photography,0.0709,auto,There are two people holding hands with a veil over their shoulders.
test2024-231.jpg,4,Portraits Photography,0.8509,Street Photography,0.0762,auto,There are many people and a dog posing for a picture.
test2024-232.jpg,4,Portraits Photography,0.9461,Street Photography,0.0388,auto,Bride and groom posing with their family in front of a stone wall.
test2024-233.jpg,4,Portraits Photography,0.9076,Street Photography,0.0490,auto,Bride and groomsmen standing in front of a group of people.
test2024-234.jpg,4,Portraits Photography,0.8029,Product Photography,0.0905,auto,There are three men and a dog posing for a picture.
test2024-235.jpg,4,Portraits Photography,0.8704,Street Photography,0.0603,auto,Bride and grooms holding hands with a dog in front of their wedding party.
test2024-236.jpg,4,Portraits Photography,0.8145,Concert Photography,0.0769,auto,There is a group of men in suits and ties posing for a picture.
test2024-237.jpg,4,Portraits Photography,0.8491,Product Photography,0.0888,auto,There are a lot of women that are standing together in dresses.
test2024-238.jpg,4,Nature Photography,0.9376,Portraits Photography,0.0558,auto,There are two women standing next to each other in a field.
test2024-239.jpg,3,Portraits Photography,0.9238,Street Photography,0.0352,auto,There are two men in suits standing next to each other.
test2024-240.jpg,4,Nature Photography,0.9868,Portraits Photography,0.0069,auto,Bride and groom walking with dog in field with wedding party.
